"","X","experiment_id","sample_id","platform_id","cell_type","category","general_cell_type","donor_tissue","sub_cell_type1","ts_timepoint","ResemblingNativeCellType","index","cell_type.1","category.1","target_cell_type","general_cell_type.1","parental_cell_type","donor_tissue.1","CellType","Treatment","progenitor.cell.type","Comment","SRR_accession","QC_summary","SRX_accession","SRS_accession","SRP_accession","GSE_accession","Sample_name","Library_name","SampleName","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"ERR368942","ERP004298.ERX341651.GPL11154","ERP004298","ERX341651","GPL11154","embryonic stem cell, treated","other","ESC.t",NA,NA,"","",26,"ESC","standard",NA,"ESC",NA,"","ESC","treated","","","ERR368942","PASS","ERX341651","ERS370605","ERP004298","SAMEA2248195","","hESCs_HERVH_knockdown_RNA","SAMEA2248195","2014-05-14 14:11:58","2014-05-18 01:20:54",28527734,4336215568,28527734,152,2756,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR368942/ERR368942.1","hESCs_HERVH_knockdown_RNA","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","ERP004298","PRJEB4957",NA,243040,"ERS370605","SAMEA2248195","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","GIS","ERA266624",NA,"public","C0B67CD47AEE43125D2E8610610881B9","F7D2491FE0CC4A5EAFFDBEA68BB5F0E0"
"ERR368943","ERP004298.ERX341652.GPL11154","ERP004298","ERX341652","GPL11154","embryonic stem cell, treated","other","ESC.t",NA,NA,"","",27,"ESC","standard",NA,"ESC",NA,"","ESC","treated","","","ERR368943","PASS","ERX341652","ERS370605","ERP004298","SAMEA2248195","","hESCs_HERVH_knockdown_RNA","SAMEA2248195","2014-05-14 12:45:26","2014-05-11 06:22:17",28513092,4333989984,28513092,152,2784,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR368943/ERR368943.1","hESCs_HERVH_knockdown_RNA","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","ERP004298","PRJEB4957",NA,243040,"ERS370605","SAMEA2248195","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","GIS","ERA266624",NA,"public","103395F1EA300758B59CA22918CF0D5C","90A3DDE619E043BB6B2732A20BEC9FDA"
"ERR368944","ERP004298.ERX341653.GPL11154","ERP004298","ERX341653","GPL11154","embryonic stem cell","standard","ESC",NA,NA,"","",28,"ESC","standard",NA,"ESC",NA,"","ESC","untreated","","","ERR368944","PASS","ERX341653","ERS370606","ERP004298","SAMEA2248196","","hESCs_RNA","SAMEA2248196","2014-05-14 12:45:26","2014-05-12 08:09:41",24348343,3700948136,24348343,152,2374,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/ERR368944/ERR368944.1","hESCs_RNA","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","ERP004298","PRJEB4957",NA,243040,"ERS370606","SAMEA2248196","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","GIS","ERA266624",NA,"public","B266EE4F3FD5C7BEDE4DA0E4285CDE21","A0CFF063F344C63A6C88814225EC0CF7"
"SRR7626971","SRP155815.SRX4490875.GPL20795","SRP155815","SRX4490875","GPL20795","retinal pigmented epithelium","standard","RPE",NA,NA,"","",41,"RPE","standard",NA,"RPE",NA,"","RPE","untreated","","female, age 39","SRR7626971","PASS","SRX4490875","SRS3613471","SRP155815","fRPESC3","","6","fRPESC3","2018-08-03 12:31:20","2018-08-03 12:17:11",22721788,6813179065,0,299,2521,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626971","6","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613471","SAMN09694771","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","8E92ADE3382128BD34ABADDD8F67C3A3","0121FD1C4B0EB94E07776832C0687969"
"SRR7626972","SRP155815.SRX4490874.GPL20795","SRP155815","SRX4490874","GPL20795","retinal pigmented epithelium","standard","RPE",NA,NA,"","",42,"RPE","standard",NA,"RPE",NA,"","RPE","untreated","","","SRR7626972","PASS","SRX4490874","SRS3613470","SRP155815","fRPESC2","","5","fRPESC2","2018-08-03 13:05:16","2018-08-03 13:01:41",23052243,5514557995,0,239,1997,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/007448/SRR7626972","5","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613470","SAMN09694770","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","1219ABB9D8B71FDD91E16BF01847396C","395BD4A410C22542A3BD7B161EFCF64D"
"SRR7626973","SRP155815.SRX4490873.GPL20795","SRP155815","SRX4490873","GPL20795","retinal pigmented epithelium","standard","RPE",NA,NA,"","",43,"RPE","standard",NA,"RPE",NA,"","RPE","untreated","","","SRR7626973","PASS","SRX4490873","SRS3613469","SRP155815","fRPESC5","","8","fRPESC5","2018-08-01 00:44:28","2018-07-31 09:01:24",25670184,7694919764,0,299,2908,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626973","8","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613469","SAMN09694773","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","89C470A778AB51E305410BFC073FA82E","12623E1F736A194F39451B01A5E83675"
"SRR7626974","SRP155815.SRX4490872.GPL20795","SRP155815","SRX4490872","GPL20795","retinal pigmented epithelium","standard","RPE",NA,NA,"","",44,"RPE","standard",NA,"RPE",NA,"","RPE","untreated","","","SRR7626974","PASS","SRX4490872","SRS3613468","SRP155815","fRPESC4","","7","fRPESC4","2018-08-01 00:44:28","2018-07-31 09:02:03",26131539,7833150473,0,299,2981,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626974","7","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613468","SAMN09694772","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","E2B443AA77BB18A666F3CA7B7CACDFCB","6BFCADF314539A8E76230C0DF9221F1D"
"SRR7626975","SRP155815.SRX4490871.GPL20795","SRP155815","SRX4490871","GPL20795","retinal pigmented epithelium","standard","RPE",NA,NA,"","",45,"RPE","standard",NA,"RPE",NA,"","RPE","untreated","","","SRR7626975","PASS","SRX4490871","SRS3613467","SRP155815","fRPESC6","","9","fRPESC6","2018-08-01 00:44:28","2018-07-31 09:00:03",25618919,7679386297,0,299,2928,"","https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/007448/SRR7626975","9","RNA-Seq","PCR","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","HiSeq X Ten","SRP155815","PRJNA482035",NA,482035,"SRS3613467","SAMN09694774","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","THE FIRST AFFILIATED HOSPITAL OF NANJING MEDICAL UNIVERSITY","SRA748273",NA,"public","3CCF36D8323F2780F088572BC0831606","3896D6480D8FD459E586D9287220D2E9"
"SRR1639212","SRX750225.SRX750225.GPL11154","SRX750225","SRX750225","GPL11154","embryonic stem cell","standard","ESC",NA,NA,"","",46,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1639212","PASS","SRX750225","SRS722826","SRP048993","H1ESC_D0I12","","","H1ESC_D0I12","2014-12-03 00:00:00","2014-11-03 17:59:20",86170332,17406407064,86170332,202,10460,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639212/SRR1639212.1","","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS722826","SAMN03113097","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","4B47D8F7E1E174925D44F1F53742DBCD","A528FD79736FC4AF186E413CE3BEE6E8"
"SRR1639243","SRX750352.SRX750352.GPL11154","SRX750352","SRX750352","GPL11154","embryonic stem cell","standard","ESC",NA,NA,"","",47,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1639243","PASS","SRX750352","SRS736106","SRP048993","H1ESC_D0I6","","H1D0I6_L","H1ESC_D0I6","2014-12-03 00:00:00","2014-11-03 19:04:07",98250519,19846604838,98250519,202,11997,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639243/SRR1639243.1","H1D0I6_L","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS736106","SAMN03113095","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","DD9F3F566904AEC1B629F064812A8899","0D2203696075965A0815B4970CF6A4B2"
"SRR1639251","SRX750364.SRX750364.GPL11154","SRX750364","SRX750364","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d1","",48,"ESC","test",NA,"ESC.d",NA,"","ESC","D1 cardiomyocyte differentiation","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1639251","PASS","SRX750364","SRS736114","SRP048993","H1ESC_D1T3","","H1D1T3_L","H1ESC_D1T3","2014-12-03 00:00:00","2014-11-03 20:13:17",96995425,19593075850,96995425,202,12903,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639251/SRR1639251.1","H1D1T3_L","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS736114","SAMN03113100","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","78EF27B187DD88AF9A63A0C521AE1A1E","640E9E9049AEB18747E5B9B61453AED3"
"SRR1639273","SRX750377.SRX750377.GPL11154","SRX750377","SRX750377","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d1","",49,"ESC","test",NA,"ESC.d",NA,"","ESC","D1 cardiomyocyte differentiation","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1639273","PASS","SRX750377","SRS736124","SRP048993","H1ESC_D1T4","","H1D1T4_L","H1ESC_D1T4","2014-12-03 00:00:00","2014-11-03 20:27:03",93746308,18936754216,93746308,202,12461,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639273/SRR1639273.1","H1D1T4_L","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS736124","SAMN03113101","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","6F10D3DD4391987044341ED392DF75E7","FCFD72536DE6B57C9B29D9DEB763D470"
"SRR1639278","SRX750381.SRX750381.GPL11154","SRX750381","SRX750381","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d3","",50,"ESC","test",NA,"ESC.d",NA,"","ESC","D3 cardiomyocyte differentiation","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1639278","PASS","SRX750381","SRS736127","SRP048993","H1ESC_D3I12","","H1D3I12","H1ESC_D3I12","2014-12-03 00:00:00","2014-11-03 20:12:19",83427911,16852438022,83427911,202,10068,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639278/SRR1639278.1","H1D3I12","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS736127","SAMN03113102","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","14653626879D981883239F30DD1094CB","E515CBCE9094008C38E6A7FA5C86A23F"
"SRR1639279","SRX750382.SRX750382.GPL11154","SRX750382","SRX750382","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d3","",51,"ESC","test",NA,"ESC.d",NA,"","ESC","D3 cardiomyocyte differentiation","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1639279","PASS","SRX750382","SRS736128","SRP048993","H1ESC_D3I6","","H1D3I6-L","H1ESC_D3I6","2014-12-03 00:00:00","2014-11-03 20:19:26",97940759,19784033318,97940759,202,11858,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1639279/SRR1639279.1","H1D3I6-L","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS736128","SAMN03113103","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","903F858C2ADEAC5284F83D5E0493D896","37DF1CFBFB835CBBAE22297A7D125143"
"SRR1693600","SRX796400.SRX796400.GPL11154","SRX796400","SRX796400","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d5","",52,"ESC","test",NA,"ESC.d",NA,"","ESC","D5 cardiomyocyte differentiation","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1693600","PASS","SRX796400","SRS779796","SRP048993","H1ESC_D5T7","","H1D5T7","H1ESC_D5T7","2014-12-04 17:42:10","2014-12-04 16:42:45",93965540,18981039080,93965540,202,12460,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693600/SRR1693600.1","H1D5T7","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS779796","SAMN03113104","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","7CE4FA0FB2309B3C97D311752AB01C9A","EE57E9EC4FC5C5CA0C16F8B89CD4FD77"
"SRR1693614","SRX796417.SRX796417.GPL11154","SRX796417","SRX796417","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d5","",53,"ESC","test",NA,"ESC.d",NA,"","ESC","D5 cardiomyocyte differentiation","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1693614","PASS","SRX796417","SRS779810","SRP048993","H1ESC_D5T8","","H1D5T8","H1ESC_D5T8","2014-12-04 17:15:10","2014-12-04 17:06:02",92356675,18656048350,92356675,202,12296,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693614/SRR1693614.1","H1D5T8","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS779810","SAMN03113105","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","89E8D3EAC1C3CBD7BC34372BDBBC3064","1669763E436B179E55307CA2F00F0814"
"SRR1693631","SRX796429.SRX796429.GPL11154","SRX796429","SRX796429","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d14","",54,"derived cardiomyocytes","test","cardiomyocytes","derived cardiomyocyte","ESC","","derived cardiomyocytes","D14","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1693631","PASS","SRX796429","SRS779819","SRP048993","H1ESC_D14T11","","H1D14T11","H1ESC_D14T11","2014-12-04 17:24:10","2014-12-04 17:16:16",88901263,17958055126,88901263,202,11480,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693631/SRR1693631.1","H1D14T11","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS779819","SAMN03113098","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","9E6A2E7220EDFCDD91A4DB53BA58EA1D","B2D91082C50357F6640DB03220A215D9"
"SRR1693632","SRX796437.SRX796437.GPL11154","SRX796437","SRX796437","GPL11154","derived cardiomyocyte","test","dCM","ESC","dCM-ESC","d14","",55,"derived cardiomyocytes","test","cardiomyocytes","derived cardiomyocyte","ESC","","derived cardiomyocytes","D14","ESC","H1; Stem cell differentiation timecourse, six time points through induction from induced pluripotency (day0) towards beating cardiomyocytes, mature at day14. H1 ESCs on Days 0, 1, 3, 5, 8 and 14","SRR1693632","PASS","SRX796437","SRS779827","SRP048993","H1ESC_D14T12","","H1D14T12","H1ESC_D14T12","2014-12-04 17:27:10","2014-12-04 17:17:48",94381984,19065160768,94381984,202,12248,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1693632/SRR1693632.1","H1D14T12","RNA-Seq","unspecified","TRANSCRIPTOMIC","PAIRED",300,0,"ILLUMINA","Illumina HiSeq 2000","SRP048993","PRJNA264090",NA,264090,"SRS779827","SAMN03113099","simple",9606,"Homo sapiens",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,"","MEDICAL COLLEGE OF WISCONSIN","SRA198009",NA,"public","11B002614D16CB3A304832AEDFBBEC45","AC42656B73EFFB509449567A755A4B15"
"SRR521477","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",56,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521477","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:46:01",24277670,3690205840,24277670,152,2421,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521477/SRR521477.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","ADC2274D902D1EACDC3D2756E0445E00","6CC75EC0EC215B0AD4E7B265875D24E0"
"SRR521478","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",57,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521478","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:47:36",24250248,3686037696,24250248,152,2419,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521478/SRR521478.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","255785A738CB02E0C9B471643B459946","019E0FB6C2039F5057146EAA1D311B69"
"SRR521479","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",58,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521479","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:47:37",25129294,3819652688,25129294,152,2498,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521479/SRR521479.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","85E0F1CC56F64A94C557FAB63E11937F","77B29375B77E5B4575AF0D56EC70699C"
"SRR521480","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",59,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521480","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:47:44",25041443,3806299336,25041443,152,2483,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521480/SRR521480.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","CE3F13BB709B8D6A3A2E4A233072E824","9C7A0D9E91F5243A1DD841FEABA4DA1B"
"SRR521481","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",60,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521481","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:47:45",25483307,3873462664,25483307,152,2521,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521481/SRR521481.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","570B72CECE43155E551ABBAD62591B30","04A529682AAEF888D99E7B97B4B70E9F"
"SRR521482","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",61,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521482","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:48:39",24809275,3771009800,24809275,152,2437,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521482/SRR521482.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","2FAC315735D518899118CEFA6205C09E","B0E0A609573484A9DE1AE8C6458E833F"
"SRR521483","GSE33480.SRX159824.GPL9052","GSE33480","SRX159824","GPL9052","embryonic stem cell","standard","ESC",NA,NA,"","",62,"ESC","standard",NA,"ESC",NA,"","ESC","control","","H1","SRR521483","PASS","SRX159824","SRS350176","SRP014320","GSM958733","GSE33480","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","GSM958733","2012-07-17 09:11:46","2012-07-13 15:31:53",17721151,3579672502,17721151,202,2257,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR521483/SRR521483.1","GSM958733: Caltech_RnaSeq_H1-hESC_2x75_200","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina Genome Analyzer","SRP014320","",NA,0,"SRS350176","SAMN01087947","simple",9606,"Homo sapiens",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,"","GEO","SRA047927",NA,"public","25132A14E6386B6D5B55209DABDE7F36","A6D2EA2ABBD986844AED941CF44B71A9"
