row,experiment_id,sample_id,platform_id,cell_type,category,general_cell_type,donor_tissue,sub_cell_type1,ts_timepoint,ResemblingNativeCellType,AdditionalProperty,GSE,GSM,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,LibraryLayout,Model
SRP091319.SRX2234714.GPL16791,SRP091319,SRX2234714,GPL16791,derived neural progenitor cell,test,dNPC,ESC,dNPC-ESC,endpoint,,,,,SRR4408342,"WARN(4,5,6,7)",SRX2234714,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2234780.GPL16791,SRP091319,SRX2234780,GPL16791,derived neural progenitor cell,test,dNPC,ESC,dNPC-ESC,endpoint,,,,,SRR4408412,"WARN(4,5,6,7)",SRX2234780,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255751.GPL16791,SRP091319,SRX2255751,GPL16791,derived neural progenitor cell,test,dNPC,ESC,dNPC-ESC,endpoint,,,,,SRR4436647,"WARN(4,5,6,7)",SRX2255751,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255752.GPL16791,SRP091319,SRX2255752,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,w1,,,,,SRR4436648,"WARN(4,5,6,7)",SRX2255752,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255753.GPL16791,SRP091319,SRX2255753,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,w1,,,,,SRR4436649,"WARN(4,5,6,7)",SRX2255753,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255754.GPL16791,SRP091319,SRX2255754,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,w2,,,,,SRR4436650,"WARN(4,5,6,7)",SRX2255754,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255755.GPL16791,SRP091319,SRX2255755,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,w2,,,,,SRR4436651,"WARN(4,6)",SRX2255755,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255756.GPL16791,SRP091319,SRX2255756,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,w2,,,,,SRR4436652,"WARN(4,6)",SRX2255756,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP091319.SRX2255779.GPL16791,SRP091319,SRX2255779,GPL16791,derived neuron,test,dNEUR,ESC,dNEUR-ESC,w4,,,,,SRR4436676,"WARN(4,5,6,7)",SRX2255779,SRS1735740,SRP091319,Human H9 (WA09) hESC cell line,,SINGLE,Illumina HiSeq 2500
SRP061670.SRX1181971.GPL16791,SRP061670,SRX1181971,GPL16791,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,d40,,,,,SRR2142347,PASS,SRX1181971,SRS1054269,SRP061670,3D-RPE-40d,,SINGLE,Illumina HiSeq 2500
SRP061670.SRX1181972.GPL16791,SRP061670,SRX1181972,GPL16791,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,d100,,,,,SRR2166265,PASS,SRX1181972,SRS1054266,SRP061670,3D-RPE-100d,,SINGLE,Illumina HiSeq 2500
SRP061670.SRX1181975.GPL16791,SRP061670,SRX1181975,GPL16791,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,,,,SRR2166357,WARN(8),SRX1181975,SRS1054265,SRP061670,hfRPE,,SINGLE,Illumina HiSeq 2500
SRP061670.SRX1181973.GPL16791,SRP061670,SRX1181973,GPL16791,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,d40,,,,,SRR2166367,PASS,SRX1181973,SRS1054268,SRP061670,SD-RPE-40d,,SINGLE,Illumina HiSeq 2500
SRP061670.SRX1181974.GPL16791,SRP061670,SRX1181974,GPL16791,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,d100,,,,,SRR2166368,PASS,SRX1181974,SRS1054267,SRP061670,SD-RPE-100d,,SINGLE,Illumina HiSeq 2500
SRP064956.SRX1411444.GPL11154,SRP064956,SRX1411444,GPL11154,"retinal pigmented epithelium, treated",other,RPE.t,NA,NA,,,,,,SRR2895372,"WARN(1,5,7)",SRX1411444,SRS1146040,SRP064956,RPE1_P8_0_2FCS_1,,SINGLE,Illumina HiSeq 2000
SRP064956.SRX1411451.GPL11154,SRP064956,SRX1411451,GPL11154,"retinal pigmented epithelium, treated",other,RPE.t,NA,NA,,,,,,SRR2895378,PASS,SRX1411451,SRS1146043,SRP064956,RPE1_P8_10FCS_1,,SINGLE,Illumina HiSeq 2000
SRP064956.SRX1411453.GPL11154,SRP064956,SRX1411453,GPL11154,"retinal pigmented epithelium, treated",other,RPE.t,NA,NA,,,,,,SRR2895380,PASS,SRX1411453,SRS1146045,SRP064956,RPE1_P9_0_2FCS_1,,SINGLE,Illumina HiSeq 2000
SRP064956.SRX1411455.GPL11154,SRP064956,SRX1411455,GPL11154,"retinal pigmented epithelium, treated",other,RPE.t,NA,NA,,,,,,SRR2895381,"WARN(1,5,7)",SRX1411455,SRS1146046,SRP064956,RPE1_P9_10FCS_1,,SINGLE,Illumina HiSeq 2000
SRP007596.SRX085425.GPL11154,SRP007596,SRX085425,GPL11154,"retinal pigmented epithelium, treated",other,RPE.t,NA,NA,,,,GSE27452,GSM678414,SRR317203,"WARN(3,4,6,8)",SRX085425,SRS254477,SRP007596,GSM678414,GSE27452,SINGLE,Illumina HiSeq 2000
SRP011895.SRX130846.GPL9115,SRP011895,SRX130846,GPL9115,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,pmid:23734062,GSE36695,GSM898966,SRR447137,PASS,SRX130846,SRS302236,SRP011895,GSM898966,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP011895.SRX130847.GPL9115,SRP011895,SRX130847,GPL9115,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,pmid:23734062,GSE36695,GSM898967,SRR447138,PASS,SRX130847,SRS302237,SRP011895,GSM898967,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP011895.SRX130848.GPL9115,SRP011895,SRX130848,GPL9115,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,endpoint,,pmid:23734062;source_cellline_name:H1,GSE36695,GSM898968,SRR447139,PASS,SRX130848,SRS302238,SRP011895,GSM898968,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP011895.SRX130849.GPL9115,SRP011895,SRX130849,GPL9115,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,endpoint,,pmid:23734062;source_cellline_name:H1,GSE36695,GSM898969,SRR447140,PASS,SRX130849,SRS302239,SRP011895,GSM898969,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP011895.SRX130850.GPL9115,SRP011895,SRX130850,GPL9115,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,endpoint,,pmid:23734062;source_cellline_name:H1,GSE36695,GSM898970,SRR447141,"WARN(5,7)",SRX130850,SRS302240,SRP011895,GSM898970,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP011895.SRX130851.GPL11154,SRP011895,SRX130851,GPL11154,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,endpoint,,pmid:23734062;source_cellline_name:H9,GSE36695,GSM898971,SRR447142,PASS,SRX130851,SRS302241,SRP011895,GSM898971,GSE36695,SINGLE,Illumina HiSeq 2000
SRP011895.SRX130852.GPL9115,SRP011895,SRX130852,GPL9115,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,endpoint,,pmid:23734062;source_cellline_name:H9,GSE36695,GSM898972,SRR447143,PASS,SRX130852,SRS302242,SRP011895,GSM898972,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP011895.SRX130853.GPL9115,SRP011895,SRX130853,GPL9115,derived retinal pigmented epithelium,test,dRPE,ESC,dRPE-ESC,endpoint,,pmid:23734062;source_cellline_name:H9,GSE36695,GSM898973,SRR447144,PASS,SRX130853,SRS302243,SRP011895,GSM898973,GSE36695,SINGLE,Illumina Genome Analyzer II
SRP110135.SRX2946178.GPL16791,SRP110135,SRX2946178,GPL16791,derived retinal pigmented epithelium,test,dRPE,IPS,dRPE-IPS,d90,,,,,SRR5740337,PASS,SRX2946178,SRS2305609,SRP110135,iPSRPE,,PAIRED,Illumina HiSeq 2500
SRP110135.SRX2946177.GPL16791,SRP110135,SRX2946177,GPL16791,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,,,,SRR5740338,PASS,SRX2946177,SRS2305607,SRP110135,fRPE_16w,,PAIRED,Illumina HiSeq 2500
SRP110135.SRX2946176.GPL16791,SRP110135,SRX2946176,GPL16791,induced pluripotent stem cell,standard,IPS,FIB,IPS-FIB,,,,,,SRR5740339,PASS,SRX2946176,SRS2305608,SRP110135,iPS,,PAIRED,Illumina HiSeq 2500
SRP123587.SRX3360136.GPL18573,SRP123587,SRX3360136,GPL18573,retinal pigmented epithelium,standard,RPE,NA,NA,,,,,,SRR6253242,WARN(8),SRX3360136,SRS2659100,SRP123587,RPE2,,PAIRED,NextSeq 500
SRP123587.SRX3360135.GPL18573,SRP123587,SRX3360135,GPL18573,retinal pigmented epithelium,standard,RPE,NA,NA,,,,,,SRR6253243,WARN(8),SRX3360135,SRS2659098,SRP123587,RPE1,,PAIRED,NextSeq 500
SRP155815.SRX4490879.GPL20795,SRP155815,SRX4490879,GPL20795,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,,,,SRR7626967,PASS,SRX4490879,SRS3613475,SRP155815,fRPE2,,SINGLE,HiSeq X Ten
SRP155815.SRX4490878.GPL20795,SRP155815,SRX4490878,GPL20795,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,,,,SRR7626968,PASS,SRX4490878,SRS3613474,SRP155815,fRPE1,,SINGLE,HiSeq X Ten
SRP155815.SRX4490876.GPL20795,SRP155815,SRX4490876,GPL20795,fetal retinal pigmented epithelium,standard,fRPE,NA,NA,,,,,,SRR7626970,PASS,SRX4490876,SRS3613472,SRP155815,fRPE3,,SINGLE,HiSeq X Ten
ERP107276.ERX2413555.GPL20301,ERP107276,ERX2413555,GPL20301,derived cardiomyocyte,test,dCM,IPS,dCM-IPS,endpoint,,,,,ERR2365244,PASS,ERX2413555,ERS2267552,ERP107276,SAMEA104666169,,SINGLE,Illumina HiSeq 4000
ERP107276.ERX2413556.GPL20301,ERP107276,ERX2413556,GPL20301,derived cardiomyocyte,test,dCM,IPS,dCM-IPS,endpoint,,,,,ERR2365245,PASS,ERX2413556,ERS2267553,ERP107276,SAMEA104666170,,SINGLE,Illumina HiSeq 4000
DRP000024.DRX000024.GPL9052,DRP000024,DRX000024,GPL9052,fetal heart,standard,fHRT,NA,NA,,,,,,DRR000066,"WARN(1,2,3,4,5,6,7,8)",DRX000024,DRS000024,DRP000024,SAMD00012935,,SINGLE,Illumina Genome Analyzer
DRP000024.DRX000024.GPL9052,DRP000024,DRX000024,GPL9052,fetal heart,standard,fHRT,NA,NA,,,,,,DRR000067,"WARN(1,2,3,4,5,6,7,8)",DRX000024,DRS000024,DRP000024,SAMD00012935,,SINGLE,Illumina Genome Analyzer
SRP062329.SRX1143465.GPL16791,SRP062329,SRX1143465,GPL16791,fetal heart,standard,fHRT,NA,NA,,,,,,SRR2156549,PASS,SRX1143465,SRS1029769,SRP062329,Fetal heart (19 wk) RNAseq,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162432.GPL16791,ERP091820,ERX2162432,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105154,PASS,ERX2162432,ERS1886913,ERP091820,SAMEA104227895,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162433.GPL16791,ERP091820,ERX2162433,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105155,PASS,ERX2162433,ERS1886914,ERP091820,SAMEA104227896,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162434.GPL16791,ERP091820,ERX2162434,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105156,PASS,ERX2162434,ERS1886915,ERP091820,SAMEA104227897,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162435.GPL16791,ERP091820,ERX2162435,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105157,PASS,ERX2162435,ERS1886916,ERP091820,SAMEA104227898,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162436.GPL16791,ERP091820,ERX2162436,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105158,PASS,ERX2162436,ERS1886917,ERP091820,SAMEA104227899,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162437.GPL16791,ERP091820,ERX2162437,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105159,WARN(8),ERX2162437,ERS1886918,ERP091820,SAMEA104227900,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162438.GPL16791,ERP091820,ERX2162438,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105160,PASS,ERX2162438,ERS1886919,ERP091820,SAMEA104227901,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162439.GPL16791,ERP091820,ERX2162439,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105161,PASS,ERX2162439,ERS1886920,ERP091820,SAMEA104227902,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162440.GPL16791,ERP091820,ERX2162440,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105162,PASS,ERX2162440,ERS1886921,ERP091820,SAMEA104227903,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162441.GPL16791,ERP091820,ERX2162441,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105163,PASS,ERX2162441,ERS1886922,ERP091820,SAMEA104227904,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162442.GPL16791,ERP091820,ERX2162442,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105164,WARN(5),ERX2162442,ERS1886923,ERP091820,SAMEA104227905,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162443.GPL16791,ERP091820,ERX2162443,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105165,PASS,ERX2162443,ERS1886924,ERP091820,SAMEA104227906,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162444.GPL16791,ERP091820,ERX2162444,GPL16791,derived neural stem cell,test,dNSC,IPS,dNSC-IPS,endpoint,,,,,ERR2105166,"WARN(1,5,7)",ERX2162444,ERS1886925,ERP091820,SAMEA104227907,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162445.GPL16791,ERP091820,ERX2162445,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105167,PASS,ERX2162445,ERS1886926,ERP091820,SAMEA104227908,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162446.GPL16791,ERP091820,ERX2162446,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105168,PASS,ERX2162446,ERS1886927,ERP091820,SAMEA104227909,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162447.GPL16791,ERP091820,ERX2162447,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105169,PASS,ERX2162447,ERS1886928,ERP091820,SAMEA104227910,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162448.GPL16791,ERP091820,ERX2162448,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105170,PASS,ERX2162448,ERS1886929,ERP091820,SAMEA104227911,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162449.GPL16791,ERP091820,ERX2162449,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105171,PASS,ERX2162449,ERS1886930,ERP091820,SAMEA104227912,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162450.GPL16791,ERP091820,ERX2162450,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d3,,,,,ERR2105172,PASS,ERX2162450,ERS1886931,ERP091820,SAMEA104227913,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162451.GPL16791,ERP091820,ERX2162451,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d7,,,,,ERR2105173,PASS,ERX2162451,ERS1886932,ERP091820,SAMEA104227914,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162452.GPL16791,ERP091820,ERX2162452,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105174,PASS,ERX2162452,ERS1886933,ERP091820,SAMEA104227915,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162453.GPL16791,ERP091820,ERX2162453,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105175,PASS,ERX2162453,ERS1886934,ERP091820,SAMEA104227916,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162454.GPL16791,ERP091820,ERX2162454,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105176,PASS,ERX2162454,ERS1886935,ERP091820,SAMEA104227917,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162455.GPL16791,ERP091820,ERX2162455,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105177,PASS,ERX2162455,ERS1886936,ERP091820,SAMEA104227918,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162456.GPL16791,ERP091820,ERX2162456,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105178,PASS,ERX2162456,ERS1886937,ERP091820,SAMEA104227919,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162457.GPL16791,ERP091820,ERX2162457,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d3,,,,,ERR2105179,PASS,ERX2162457,ERS1886938,ERP091820,SAMEA104227920,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162458.GPL16791,ERP091820,ERX2162458,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d7,,,,,ERR2105180,WARN(8),ERX2162458,ERS1886939,ERP091820,SAMEA104227921,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162459.GPL16791,ERP091820,ERX2162459,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105181,PASS,ERX2162459,ERS1886940,ERP091820,SAMEA104227922,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162460.GPL16791,ERP091820,ERX2162460,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105182,PASS,ERX2162460,ERS1886941,ERP091820,SAMEA104227923,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162461.GPL16791,ERP091820,ERX2162461,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105183,PASS,ERX2162461,ERS1886942,ERP091820,SAMEA104227924,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162462.GPL16791,ERP091820,ERX2162462,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105184,PASS,ERX2162462,ERS1886943,ERP091820,SAMEA104227925,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162463.GPL16791,ERP091820,ERX2162463,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105185,PASS,ERX2162463,ERS1886944,ERP091820,SAMEA104227926,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162464.GPL16791,ERP091820,ERX2162464,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d3,,,,,ERR2105186,PASS,ERX2162464,ERS1886945,ERP091820,SAMEA104227927,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162465.GPL16791,ERP091820,ERX2162465,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d7,,,,,ERR2105187,PASS,ERX2162465,ERS1886946,ERP091820,SAMEA104227928,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162466.GPL16791,ERP091820,ERX2162466,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105188,PASS,ERX2162466,ERS1886947,ERP091820,SAMEA104227929,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162467.GPL16791,ERP091820,ERX2162467,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105189,PASS,ERX2162467,ERS1886948,ERP091820,SAMEA104227930,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162468.GPL16791,ERP091820,ERX2162468,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105190,PASS,ERX2162468,ERS1886949,ERP091820,SAMEA104227931,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162469.GPL16791,ERP091820,ERX2162469,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105191,PASS,ERX2162469,ERS1886950,ERP091820,SAMEA104227932,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162470.GPL16791,ERP091820,ERX2162470,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105192,PASS,ERX2162470,ERS1886951,ERP091820,SAMEA104227933,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162471.GPL16791,ERP091820,ERX2162471,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d3,,,,,ERR2105193,PASS,ERX2162471,ERS1886952,ERP091820,SAMEA104227934,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162472.GPL16791,ERP091820,ERX2162472,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d7,,,,,ERR2105194,WARN(8),ERX2162472,ERS1886953,ERP091820,SAMEA104227935,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162473.GPL16791,ERP091820,ERX2162473,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105195,PASS,ERX2162473,ERS1886954,ERP091820,SAMEA104227936,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162474.GPL16791,ERP091820,ERX2162474,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105196,PASS,ERX2162474,ERS1886955,ERP091820,SAMEA104227937,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162475.GPL16791,ERP091820,ERX2162475,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105197,PASS,ERX2162475,ERS1886956,ERP091820,SAMEA104227938,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162476.GPL16791,ERP091820,ERX2162476,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105198,PASS,ERX2162476,ERS1886957,ERP091820,SAMEA104227939,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162477.GPL16791,ERP091820,ERX2162477,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105199,PASS,ERX2162477,ERS1886958,ERP091820,SAMEA104227940,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162478.GPL16791,ERP091820,ERX2162478,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d3,,,,,ERR2105200,PASS,ERX2162478,ERS1886959,ERP091820,SAMEA104227941,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162479.GPL16791,ERP091820,ERX2162479,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d7,,,,,ERR2105201,PASS,ERX2162479,ERS1886960,ERP091820,SAMEA104227942,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162480.GPL16791,ERP091820,ERX2162480,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105202,WARN(8),ERX2162480,ERS1886961,ERP091820,SAMEA104227943,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162481.GPL16791,ERP091820,ERX2162481,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105203,PASS,ERX2162481,ERS1886962,ERP091820,SAMEA104227944,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162482.GPL16791,ERP091820,ERX2162482,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105204,"WARN(5,7)",ERX2162482,ERS1886963,ERP091820,SAMEA104227945,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162483.GPL16791,ERP091820,ERX2162483,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105205,PASS,ERX2162483,ERS1886964,ERP091820,SAMEA104227946,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162484.GPL16791,ERP091820,ERX2162484,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105206,PASS,ERX2162484,ERS1886965,ERP091820,SAMEA104227947,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162485.GPL16791,ERP091820,ERX2162485,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d3,,,,,ERR2105207,PASS,ERX2162485,ERS1886966,ERP091820,SAMEA104227948,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162486.GPL16791,ERP091820,ERX2162486,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d7,,,,,ERR2105208,PASS,ERX2162486,ERS1886967,ERP091820,SAMEA104227949,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162487.GPL16791,ERP091820,ERX2162487,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d14,,,,,ERR2105209,PASS,ERX2162487,ERS1886968,ERP091820,SAMEA104227950,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162488.GPL16791,ERP091820,ERX2162488,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d2,,,,,ERR2105210,PASS,ERX2162488,ERS1886969,ERP091820,SAMEA104227951,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162489.GPL16791,ERP091820,ERX2162489,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d4,,,,,ERR2105211,PASS,ERX2162489,ERS1886970,ERP091820,SAMEA104227952,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162490.GPL16791,ERP091820,ERX2162490,GPL16791,derived neuron,test,dNEUR,NSC,dNEUR-NSC,d7,,,,,ERR2105212,PASS,ERX2162490,ERS1886971,ERP091820,SAMEA104227953,,SINGLE,Illumina HiSeq 2500
ERP091820.ERX2162491.GPL16791,ERP091820,ERX2162491,GPL16791,derived neuron,test,dNEUR,IPS,dNEUR-IPS,d14,,,,,ERR2105213,PASS,ERX2162491,ERS1886972,ERP091820,SAMEA104227954,,SINGLE,Illumina HiSeq 2500
